Quarter,HB,HBT,HBTQF,CancerType,CancerTypeQF,NumberOfEligibleReferrals31DayStandard,NumberOfEligibleReferrals31DayStandardQF,NumberOfEligibleReferralsTreatedWithin31Days,NumberOfEligibleReferralsTreatedWithin31DaysQF
2016Q4,S08000031,S92000003,d,Upper GI,,132,,127,
2016Q4,S08000031,S92000003,d,Urological,,291,,219,
2016Q4,S08000031,S92000003,d,All Cancer Types,d,98,,85,
2016Q4,S08000031,SB0801,,Lung,,400,,399,
2016Q4,S08000031,SB0801,,All Cancer Types,d,400,,399,
2016Q4,S08000032,S08000024,,Breast,,1,,2,
2016Q4,S08000032,S08000024,,Urological,,1,,1,
2016Q4,S08000032,S08000024,,All Cancer Types,d,157,,2,
2016Q4,S08000032,S08000031,,Breast,,423,,353,
2016Q4,S08000032,S08000031,,Cervical,,260,,265,
2016Q4,S08000032,S08000031,,Colorectal,,511,,479,
2016Q4,S08000032,S08000031,,Lung,,148,,150,
2016Q4,S08000032,S08000031,,Melanoma,,352,,265,
2016Q4,S08000032,S08000031,,Ovarian,,483,,479,
2016Q4,S08000032,S08000031,,Upper GI,,1,,2,
2016Q4,S08000032,S08000031,,Urological,,572,,424,
2016Q4,S08000032,S08000031,,All Cancer Types,d,455,,399,
2016Q4,S08000032,S08000032,,Breast,,568,,560,
2016Q4,S08000032,S08000032,,Cervical,,423,,424,
2016Q4,S08000032,S08000032,,Colorectal,,507,,497,
2016Q4,S08000032,S08000032,,Head & Neck,,53,,68,
2016Q4,S08000032,S08000032,,Lung,,405,,408,
2016Q4,S08000032,S08000032,,Lymphoma,,148,,150,
2016Q4,S08000032,S08000032,,Melanoma,,239,,243,
2016Q4,S08000032,S08000032,,Ovarian,,423,,424,
2016Q4,S08000032,S08000032,,Upper GI,,346,,346,
2016Q4,S08000032,S08000032,,Urological,,589,,542,
2016Q4,S08000032,S08000032,,All Cancer Types,d,361,,351,
2016Q4,S08000032,S92000003,d,Breast,,583,,572,
2016Q4,S08000032,S92000003,d,Cervical,,538,,527,
2016Q4,S08000032,S92000003,d,Colorectal,,522,,513,
2016Q4,S08000032,S92000003,d,Head & Neck,,53,,68,
2016Q4,S08000032,S92000003,d,Lung,,556,,548,
2016Q4,S08000032,S92000003,d,Lymphoma,,148,,150,
2016Q4,S08000032,S92000003,d,Melanoma,,283,,277,
2016Q4,S08000032,S92000003,d,Ovarian,,13,,14,
2016Q4,S08000032,S92000003,d,Upper GI,,353,,354,
2016Q4,S08000032,S92000003,d,Urological,,10,,560,
2016Q4,S08000032,S92000003,d,All Cancer Types,d,411,,393,
2016Q4,S08000032,SB0801,,Lung,,137,,140,
2016Q4,S08000032,SB0801,,All Cancer Types,d,137,,140,
2017Q1,S08000015,S08000015,,Breast,,7,,8,
2017Q1,S08000015,S08000015,,Cervical,,1,,2,
2017Q1,S08000015,S08000015,,Colorectal,,461,,459,
2017Q1,S08000015,S08000015,,Head & Neck,,35,,38,
2017Q1,S08000015,S08000015,,Lung,,239,,243,
2017Q1,S08000015,S08000015,,Lymphoma,,13,,14,
2017Q1,S08000015,S08000015,,Melanoma,,81,,97,
2017Q1,S08000015,S08000015,,Ovarian,,260,,265,
2017Q1,S08000015,S08000015,,Upper GI,,167,,168,
2017Q1,S08000015,S08000015,,Urological,,518,,506,
2017Q1,S08000015,S08000015,,All Cancer Types,d,287,,290,
2017Q1,S08000015,S08000017,,Breast,,538,,527,
2017Q1,S08000015,S08000017,,All Cancer Types,d,538,,527,
2017Q1,S08000015,S08000031,,Breast,,157,,2,
2017Q1,S08000015,S08000031,,Cervical,,1,,2,
2017Q1,S08000015,S08000031,,Colorectal,,538,,527,
2017Q1,S08000015,S08000031,,Head & Neck,,572,,562,
2017Q1,S08000015,S08000031,,Lung,,24,,25,
2017Q1,S08000015,S08000031,,Melanoma,,1,,2,
2017Q1,S08000015,S08000031,,Ovarian,,260,,265,
2017Q1,S08000015,S08000031,,Upper GI,,483,,479,
2017Q1,S08000015,S08000031,,Urological,,352,,353,
2017Q1,S08000015,S08000031,,All Cancer Types,d,394,,382,
2017Q1,S08000015,S92000003,d,Breast,,18,,18,
2017Q1,S08000015,S92000003,d,Cervical,,157,,158,
2017Q1,S08000015,S92000003,d,Colorectal,,496,,489,
2017Q1,S08000015,S92000003,d,Head & Neck,,177,,179,
2017Q1,S08000015,S92000003,d,Lung,,394,,389,
2017Q1,S08000015,S92000003,d,Lymphoma,,13,,14,
2017Q1,S08000015,S92000003,d,Melanoma,,105,,114,
2017Q1,S08000015,S92000003,d,Ovarian,,483,,479,
2017Q1,S08000015,S92000003,d,Upper GI,,228,,232,
2017Q1,S08000015,S92000003,d,Urological,,528,,516,
2017Q1,S08000015,S92000003,d,All Cancer Types,d,341,,340,
2017Q1,S08000015,SB0801,,Lung,,483,,479,
2017Q1,S08000015,SB0801,,All Cancer Types,d,483,,479,
2017Q1,S08000016,S08000016,,Breast,,35,,38,
2017Q1,S08000016,S08000016,,Cervical,,157,,2,
2017Q1,S08000016,S08000016,,Colorectal,,167,,168,
2017Q1,S08000016,S08000016,,Head & Neck,,352,,353,
2017Q1,S08000016,S08000016,,Lung,,121,,129,
2017Q1,S08000016,S08000016,,Lymphoma,,538,,527,
2017Q1,S08000016,S08000016,,Melanoma,,511,,504,
2017Q1,S08000016,S08000016,,Ovarian,,352,,353,
2017Q1,S08000016,S08000016,,Upper GI,,53,,68,
2017Q1,S08000016,S08000016,,Urological,,188,,179,
2017Q1,S08000016,S08000016,,All Cancer Types,d,17,,16,
2017Q1,S08000016,S08000024,,Colorectal,,423,,424,
2017Q1,S08000016,S08000024,,Head & Neck,,423,,353,
2017Q1,S08000016,S08000024,,Lung,,260,,265,
2017Q1,S08000016,S08000024,,Melanoma,,1,,2,
2017Q1,S08000016,S08000024,,Upper GI,,260,,265,
2017Q1,S08000016,S08000024,,Urological,,538,,424,
2017Q1,S08000016,S08000024,,All Cancer Types,d,209,,168,
2017Q1,S08000016,S92000003,d,Breast,,35,,38,
2017Q1,S08000016,S92000003,d,Cervical,,157,,2,
2017Q1,S08000016,S92000003,d,Colorectal,,218,,221,
2017Q1,S08000016,S92000003,d,Head & Neck,,572,,527,
2017Q1,S08000016,S92000003,d,Lung,,158,,159,
2017Q1,S08000016,S92000003,d,Lymphoma,,538,,527,
2017Q1,S08000016,S92000003,d,Melanoma,,538,,527,
2017Q1,S08000016,S92000003,d,Ovarian,,352,,353,
2017Q1,S08000016,S92000003,d,Upper GI,,121,,129,
2017Q1,S08000016,S92000003,d,Urological,,272,,232,
2017Q1,S08000016,S92000003,d,All Cancer Types,d,50,,42,
2017Q1,S08000017,S08000017,,Breast,,228,,232,
2017Q1,S08000017,S08000017,,Cervical,,1,,2,
2017Q1,S08000017,S08000017,,Colorectal,,177,,168,
2017Q1,S08000017,S08000017,,Head & Neck,,157,,158,
2017Q1,S08000017,S08000017,,Lung,,158,,159,
2017Q1,S08000017,S08000017,,Lymphoma,,511,,504,
2017Q1,S08000017,S08000017,,Melanoma,,423,,424,
2017Q1,S08000017,S08000017,,Ovarian,,157,,158,
2017Q1,S08000017,S08000017,,Upper GI,,148,,150,
2017Q1,S08000017,S08000017,,Urological,,239,,199,
2017Q1,S08000017,S08000017,,All Cancer Types,d,40,,35,
2017Q1,S08000017,S08000024,,Colorectal,,260,,265,
2017Q1,S08000017,S08000024,,Head & Neck,,157,,158,
2017Q1,S08000017,S08000024,,Lung,,260,,265,
2017Q1,S08000017,S08000024,,Melanoma,,1,,2,
2017Q1,S08000017,S08000024,,Ovarian,,1,,2,
2017Q1,S08000017,S08000024,,Upper GI,,352,,353,
2017Q1,S08000017,S08000024,,Urological,,572,,479,
2017Q1,S08000017,S08000024,,All Cancer Types,d,188,,159,
2017Q1,S08000017,S08000031,,Breast,,1,,1,
2017Q1,S08000017,S08000031,,Head & Neck,,157,,158,
2017Q1,S08000017,S08000031,,All Cancer Types,d,260,,158,
2017Q1,S08000017,S92000003,d,Breast,,239,,232,
2017Q1,S08000017,S92000003,d,Cervical,,1,,2,
2017Q1,S08000017,S92000003,d,Colorectal,,209,,199,
2017Q1,S08000017,S92000003,d,Head & Neck,,483,,479,
2017Q1,S08000017,S92000003,d,Lung,,209,,210,
2017Q1,S08000017,S92000003,d,Lymphoma,,511,,504,
2017Q1,S08000017,S92000003,d,Melanoma,,483,,479,
2017Q1,S08000017,S92000003,d,Ovarian,,260,,265,
2017Q1,S08000017,S92000003,d,Upper GI,,188,,190,
2017Q1,S08000017,S92000003,d,Urological,,330,,266,
2017Q1,S08000017,S92000003,d,All Cancer Types,d,110,,101,
2017Q1,S08000017,SB0801,,Lung,,157,,158,
2017Q1,S08000017,SB0801,,All Cancer Types,d,157,,158,
2017Q1,S08000019,S08000019,,Breast,,272,,232,
2017Q1,S08000019,S08000019,,Cervical,,157,,158,
2017Q1,S08000019,S08000019,,Colorectal,,388,,382,
2017Q1,S08000019,S08000019,,Head & Neck,,260,,265,
2017Q1,S08000019,S08000019,,Lung,,330,,329,
2017Q1,S08000019,S08000019,,Lymphoma,,81,,97,
2017Q1,S08000019,S08000019,,Melanoma,,105,,97,
2017Q1,S08000019,S08000019,,Ovarian,,483,,479,
2017Q1,S08000019,S08000019,,Upper GI,,81,,97,
2017Q1,S08000019,S08000019,,Urological,,539,,528,
2017Q1,S08000019,S08000019,,All Cancer Types,d,210,,205,
2017Q1,S08000019,S08000024,,Urological,,260,,158,
2017Q1,S08000019,S08000024,,All Cancer Types,d,260,,158,
2017Q1,S08000019,S08000031,,Breast,,1,,2,
2017Q1,S08000019,S08000031,,Cervical,,260,,265,
2017Q1,S08000019,S08000031,,Colorectal,,157,,158,
2017Q1,S08000019,S08000031,,Head & Neck,,35,,38,
2017Q1,S08000019,S08000031,,Lung,,121,,129,
2017Q1,S08000019,S08000031,,Lymphoma,,1,,2,
2017Q1,S08000019,S08000031,,Melanoma,,1,,2,
2017Q1,S08000019,S08000031,,Ovarian,,572,,562,
2017Q1,S08000019,S08000031,,Upper GI,,105,,114,
2017Q1,S08000019,S08000031,,Urological,,572,,353,
2017Q1,S08000019,S08000031,,All Cancer Types,d,518,,497,
2017Q1,S08000019,S08000032,,Head & Neck,,157,,158,
2017Q1,S08000019,S08000032,,All Cancer Types,d,157,,158,
2017Q1,S08000019,S92000003,d,Breast,,283,,243,
2017Q1,S08000019,S92000003,d,Cervical,,423,,424,
2017Q1,S08000019,S92000003,d,Colorectal,,400,,399,
2017Q1,S08000019,S92000003,d,Head & Neck,,137,,140,
2017Q1,S08000019,S92000003,d,Lung,,501,,492,
2017Q1,S08000019,S92000003,d,Lymphoma,,105,,114,
2017Q1,S08000019,S92000003,d,Melanoma,,121,,114,
2017Q1,S08000019,S92000003,d,Ovarian,,81,,97,
2017Q1,S08000019,S92000003,d,Upper GI,,272,,277,
2017Q1,S08000019,S92000003,d,Urological,,575,,553,
2017Q1,S08000019,S92000003,d,All Cancer Types,d,298,,295,
2017Q1,S08000019,SB0801,,Lung,,13,,14,
2017Q1,S08000019,SB0801,,All Cancer Types,d,13,,14,
2017Q1,S08000020,S08000020,,Breast,,27,,16,
2017Q1,S08000020,S08000020,,Cervical,,35,,38,
2017Q1,S08000020,S08000020,,Colorectal,,508,,495,
2017Q1,S08000020,S08000020,,Head & Neck,,272,,277,
2017Q1,S08000020,S08000020,,Lung,,577,,571,
2017Q1,S08000020,S08000020,,Lymphoma,,300,,288,
2017Q1,S08000020,S08000020,,Melanoma,,283,,288,
2017Q1,S08000020,S08000020,,Ovarian,,158,,159,
2017Q1,S08000020,S08000020,,Upper GI,,528,,517,
2017Q1,S08000020,S08000020,,Urological,,73,,24,
2017Q1,S08000020,S08000020,,All Cancer Types,d,498,,477,
2017Q1,S08000020,S08000024,,Urological,,1,,2,
2017Q1,S08000020,S08000024,,All Cancer Types,d,1,,2,
2017Q1,S08000020,S92000003,d,Breast,,27,,16,
2017Q1,S08000020,S92000003,d,Cervical,,35,,38,
2017Q1,S08000020,S92000003,d,Colorectal,,508,,495,
2017Q1,S08000020,S92000003,d,Head & Neck,,272,,277,
2017Q1,S08000020,S92000003,d,Lung,,577,,571,
2017Q1,S08000020,S92000003,d,Lymphoma,,300,,288,
2017Q1,S08000020,S92000003,d,Melanoma,,283,,288,
2017Q1,S08000020,S92000003,d,Ovarian,,158,,159,
2017Q1,S08000020,S92000003,d,Upper GI,,528,,517,
2017Q1,S08000020,S92000003,d,Urological,,75,,26,
2017Q1,S08000020,S92000003,d,All Cancer Types,d,499,,478,
2017Q1,S08000022,S08000020,,Breast,,1,,2,
2017Q1,S08000022,S08000020,,Lung,,157,,158,
2017Q1,S08000022,S08000020,,Melanoma,,1,,2,
2017Q1,S08000022,S08000020,,Ovarian,,352,,353,
2017Q1,S08000022,S08000020,,Urological,,511,,1,
2017Q1,S08000022,S08000020,,All Cancer Types,d,81,,527,
2017Q1,S08000022,S08000022,,Breast,,474,,470,
2017Q1,S08000022,S08000022,,Cervical,,1,,2,
2017Q1,S08000022,S08000022,,Colorectal,,381,,365,
2017Q1,S08000022,S08000022,,Head & Neck,,81,,97,
2017Q1,S08000022,S08000022,,Lung,,261,,266,
2017Q1,S08000022,S08000022,,Lymphoma,,105,,114,
2017Q1,S08000022,S08000022,,Melanoma,,572,,562,
2017Q1,S08000022,S08000022,,Ovarian,,157,,158,
2017Q1,S08000022,S08000022,,Upper GI,,359,,357,
2017Q1,S08000022,S08000022,,Urological,,431,,417,
2017Q1,S08000022,S08000022,,All Cancer Types,d,225,,224,
2017Q1,S08000022,S08000024,,Urological,,157,,2,
2017Q1,S08000022,S08000024,,All Cancer Types,d,157,,2,
2017Q1,S08000022,S08000028,,Breast,,157,,158,
2017Q1,S08000022,S08000028,,All Cancer Types,d,157,,158,
2017Q1,S08000022,S08000031,,Colorectal,,1,,2,
2017Q1,S08000022,S08000031,,Lung,,1,,2,
2017Q1,S08000022,S08000031,,Lymphoma,,1,,2,
2017Q1,S08000022,S08000031,,Ovarian,,1,,2,
2017Q1,S08000022,S08000031,,Upper GI,,157,,158,
2017Q1,S08000022,S08000031,,Urological,,1,,2,
2017Q1,S08000022,S08000031,,All Cancer Types,d,511,,504,
2017Q1,S08000022,S92000003,d,Breast,,489,,480,
2017Q1,S08000022,S92000003,d,Cervical,,1,,2,
2017Q1,S08000022,S92000003,d,Colorectal,,388,,369,
2017Q1,S08000022,S92000003,d,Head & Neck,,81,,97,
2017Q1,S08000022,S92000003,d,Lung,,388,,382,
2017Q1,S08000022,S92000003,d,Lymphoma,,121,,129,
2017Q1,S08000022,S92000003,d,Melanoma,,2,,3,
2017Q1,S08000022,S92000003,d,Ovarian,,511,,504,
2017Q1,S08000022,S92000003,d,Upper GI,,376,,369,
2017Q1,S08000022,S92000003,d,Urological,,489,,433,
2017Q1,S08000022,S92000003,d,All Cancer Types,d,267,,257,
2017Q1,S08000022,SB0801,,Lung,,24,,25,
2017Q1,S08000022,SB0801,,All Cancer Types,d,24,,25,
2017Q1,S08000024,S08000016,,Breast,,352,,353,
2017Q1,S08000024,S08000016,,All Cancer Types,d,352,,353,
2017Q1,S08000024,S08000019,,Breast,,423,,353,
2017Q1,S08000024,S08000019,,All Cancer Types,d,423,,353,
2017Q1,S08000024,S08000024,,Breast,,153,,154,
2017Q1,S08000024,S08000024,,Cervical,,483,,424,
2017Q1,S08000024,S08000024,,Colorectal,,6,,579,
2017Q1,S08000024,S08000024,,Head & Neck,,346,,338,
2017Q1,S08000024,S08000024,,Lung,,136,,139,
2017Q1,S08000024,S08000024,,Lymphoma,,337,,338,
2017Q1,S08000024,S08000024,,Melanoma,,370,,365,
2017Q1,S08000024,S08000024,,Ovarian,,13,,527,
2017Q1,S08000024,S08000024,,Upper GI,,415,,417,
2017Q1,S08000024,S08000024,,Urological,,78,,18,
2017Q1,S08000024,S08000024,,All Cancer Types,d,542,,519,
2017Q1,S08000024,S08000029,,Breast,,157,,158,
2017Q1,S08000024,S08000029,,All Cancer Types,d,157,,158,
2017Q1,S08000024,S08000031,,Head & Neck,,1,,2,
2017Q1,S08000024,S08000031,,All Cancer Types,d,1,,2,
2017Q1,S08000024,S92000003,d,Breast,,165,,163,
2017Q1,S08000024,S92000003,d,Cervical,,483,,424,
2017Q1,S08000024,S92000003,d,Colorectal,,6,,579,
2017Q1,S08000024,S92000003,d,Head & Neck,,353,,346,
2017Q1,S08000024,S92000003,d,Lung,,136,,139,
2017Q1,S08000024,S92000003,d,Lymphoma,,337,,338,
2017Q1,S08000024,S92000003,d,Melanoma,,370,,365,
2017Q1,S08000024,S92000003,d,Ovarian,,13,,527,
2017Q1,S08000024,S92000003,d,Upper GI,,415,,417,
2017Q1,S08000024,S92000003,d,Urological,,78,,18,
2017Q1,S08000024,S92000003,d,All Cancer Types,d,547,,523,
2017Q1,S08000025,S08000020,,Head & Neck,,1,,2,
2017Q1,S08000025,S08000020,,Melanoma,,1,,2,
2017Q1,S08000025,S08000020,,Upper GI,,1,,2,
2017Q1,S08000025,S08000020,,Urological,,260,,265,
2017Q1,S08000025,S08000020,,All Cancer Types,d,483,,479,
2017Q1,S08000025,S08000025,,Colorectal,,352,,353,
2017Q1,S08000025,S08000025,,Melanoma,,1,,2,
2017Q1,S08000025,S08000025,,Upper GI,,260,,265,
2017Q1,S08000025,S08000025,,All Cancer Types,d,538,,527,
2017Q1,S08000025,S92000003,d,Colorectal,,352,,353,
2017Q1,S08000025,S92000003,d,Head & Neck,,1,,2,
2017Q1,S08000025,S92000003,d,Melanoma,,157,,158,
2017Q1,S08000025,S92000003,d,Upper GI,,352,,353,
2017Q1,S08000025,S92000003,d,Urological,,260,,265,
2017Q1,S08000025,S92000003,d,All Cancer Types,d,53,,68,
2017Q1,S08000026,S08000020,,Head & Neck,,1,,2,
2017Q1,S08000026,S08000020,,Lung,,1,,2,
2017Q1,S08000026,S08000020,,Melanoma,,1,,1,
2017Q1,S08000026,S08000020,,Ovarian,,1,,2,
2017Q1,S08000026,S08000020,,Upper GI,,157,,158,
2017Q1,S08000026,S08000020,,Urological,,260,,158,
2017Q1,S08000026,S08000020,,All Cancer Types,d,572,,504,
2017Q1,S08000026,S08000026,,Breast,,260,,265,
2017Q1,S08000026,S08000026,,Colorectal,,352,,353,
2017Q1,S08000026,S08000026,,Lung,,1,,2,
2017Q1,S08000026,S08000026,,Lymphoma,,1,,2,
2017Q1,S08000026,S08000026,,Melanoma,,1,,2,
2017Q1,S08000026,S08000026,,Urological,,53,,68,
2017Q1,S08000026,S08000026,,All Cancer Types,d,198,,199,
2017Q1,S08000026,S92000003,d,Breast,,260,,265,
2017Q1,S08000026,S92000003,d,Colorectal,,352,,353,
2017Q1,S08000026,S92000003,d,Head & Neck,,1,,2,
2017Q1,S08000026,S92000003,d,Lung,,157,,158,
2017Q1,S08000026,S92000003,d,Lymphoma,,1,,2,
2017Q1,S08000026,S92000003,d,Melanoma,,157,,2,
2017Q1,S08000026,S92000003,d,Ovarian,,1,,2,
2017Q1,S08000026,S92000003,d,Upper GI,,157,,158,
2017Q1,S08000026,S92000003,d,Urological,,121,,114,
2017Q1,S08000026,S92000003,d,All Cancer Types,d,292,,277,
2017Q1,S08000028,S08000022,,Breast,,1,,2,
2017Q1,S08000028,S08000022,,Colorectal,,1,,2,
2017Q1,S08000028,S08000022,,Head & Neck,,1,,1,
2017Q1,S08000028,S08000022,,Lung,,157,,158,
2017Q1,S08000028,S08000022,,Lymphoma,,157,,158,
2017Q1,S08000028,S08000022,,Upper GI,,1,,2,
2017Q1,S08000028,S08000022,,Urological,,260,,265,
2017Q1,S08000028,S08000022,,All Cancer Types,d,13,,3,
2017Q1,S08000028,S08000028,,Breast,,1,,2,
2017Q1,S08000028,S08000028,,Colorectal,,352,,353,
2017Q1,S08000028,S08000028,,Upper GI,,157,,158,
2017Q1,S08000028,S08000028,,Urological,,483,,479,
2017Q1,S08000028,S08000028,,All Cancer Types,d,35,,38,
2017Q1,S08000028,S08000031,,Colorectal,,1,,2,
2017Q1,S08000028,S08000031,,Ovarian,,1,,2,
2017Q1,S08000028,S08000031,,All Cancer Types,d,157,,158,
2017Q1,S08000028,S92000003,d,Breast,,157,,158,
2017Q1,S08000028,S92000003,d,Colorectal,,483,,479,
2017Q1,S08000028,S92000003,d,Head & Neck,,1,,1,
2017Q1,S08000028,S92000003,d,Lung,,157,,158,
2017Q1,S08000028,S92000003,d,Lymphoma,,157,,158,
2017Q1,S08000028,S92000003,d,Ovarian,,1,,2,
2017Q1,S08000028,S92000003,d,Upper GI,,260,,265,
2017Q1,S08000028,S92000003,d,Urological,,572,,562,
2017Q1,S08000028,S92000003,d,All Cancer Types,d,218,,210,
2017Q1,S08000029,S08000019,,Breast,,1,,2,
2017Q1,S08000029,S08000019,,Colorectal,,1,,2,
2017Q1,S08000029,S08000019,,All Cancer Types,d,157,,158,
2017Q1,S08000029,S08000020,,Lung,,1,,2,
2017Q1,S08000029,S08000020,,All Cancer Types,d,1,,2,
2017Q1,S08000029,S08000024,,Breast,,260,,265,
2017Q1,S08000029,S08000024,,Cervical,,157,,158,
2017Q1,S08000029,S08000024,,Colorectal,,538,,527,
2017Q1,S08000029,S08000024,,Head & Neck,,13,,14,
2017Q1,S08000029,S08000024,,Lung,,272,,266,
2017Q1,S08000029,S08000024,,Ovarian,,1,,2,
2017Q1,S08000029,S08000024,,Upper GI,,2,,3,
2017Q1,S08000029,S08000024,,Urological,,423,,265,
2017Q1,S08000029,S08000024,,All Cancer Types,d,514,,498,
2017Q1,S08000029,S08000029,,Breast,,300,,307,
2017Q1,S08000029,S08000029,,Cervical,,423,,424,
2017Q1,S08000029,S08000029,,Colorectal,,381,,375,
2017Q1,S08000029,S08000029,,Head & Neck,,157,,158,
2017Q1,S08000029,S08000029,,Lung,,461,,459,
2017Q1,S08000029,S08000029,,Lymphoma,,24,,25,
2017Q1,S08000029,S08000029,,Melanoma,,2,,3,
2017Q1,S08000029,S08000029,,Ovarian,,352,,265,
2017Q1,S08000029,S08000029,,Upper GI,,239,,243,
2017Q1,S08000029,S08000029,,Urological,,539,,516,
2017Q1,S08000029,S08000029,,All Cancer Types,d,233,,230,
2017Q1,S08000029,S08000030,,Head & Neck,,352,,353,
2017Q1,S08000029,S08000030,,Lung,,260,,265,
2017Q1,S08000029,S08000030,,Melanoma,,1,,2,
2017Q1,S08000029,S08000030,,All Cancer Types,d,538,,527,
2017Q1,S08000029,S08000031,,Head & Neck,,157,,158,
2017Q1,S08000029,S08000031,,All Cancer Types,d,157,,158,
2017Q1,S08000029,S92000003,d,Breast,,337,,338,
2017Q1,S08000029,S92000003,d,Cervical,,511,,504,
2017Q1,S08000029,S92000003,d,Colorectal,,447,,450,
2017Q1,S08000029,S92000003,d,Head & Neck,,148,,150,
2017Q1,S08000029,S92000003,d,Lung,,573,,560,
2017Q1,S08000029,S92000003,d,Lymphoma,,24,,25,
2017Q1,S08000029,S92000003,d,Melanoma,,13,,14,
2017Q1,S08000029,S92000003,d,Ovarian,,423,,353,
2017Q1,S08000029,S92000003,d,Upper GI,,337,,338,
2017Q1,S08000029,S92000003,d,Urological,,556,,525,
2017Q1,S08000029,S92000003,d,All Cancer Types,d,319,,313,
2017Q1,S08000030,S08000020,,Cervical,,1,,2,
2017Q1,S08000030,S08000020,,All Cancer Types,d,1,,2,
2017Q1,S08000030,S08000024,,Lung,,538,,527,
2017Q1,S08000030,S08000024,,Urological,,1,,2,
2017Q1,S08000030,S08000024,,All Cancer Types,d,572,,562,
2017Q1,S08000030,S08000030,,Breast,,32,,28,
2017Q1,S08000030,S08000030,,Cervical,,352,,353,
2017Q1,S08000030,S08000030,,Colorectal,,524,,506,
2017Q1,S08000030,S08000030,,Head & Neck,,228,,199,
2017Q1,S08000030,S08000030,,Lung,,545,,534,
2017Q1,S08000030,S08000030,,Lymphoma,,158,,159,
2017Q1,S08000030,S08000030,,Melanoma,,188,,179,
2017Q1,S08000030,S08000030,,Ovarian,,538,,527,
2017Q1,S08000030,S08000030,,Upper GI,,484,,480,
2017Q1,S08000030,S08000030,,Urological,,37,,10,
2017Q1,S08000030,S08000030,,All Cancer Types,d,466,,440,
2017Q1,S08000030,S92000003,d,Breast,,32,,28,
2017Q1,S08000030,S92000003,d,Cervical,,423,,424,
2017Q1,S08000030,S92000003,d,Colorectal,,524,,506,
2017Q1,S08000030,S92000003,d,Head & Neck,,228,,199,
2017Q1,S08000030,S92000003,d,Lung,,573,,560,
2017Q1,S08000030,S92000003,d,Lymphoma,,158,,159,
2017Q1,S08000030,S92000003,d,Melanoma,,188,,179,
2017Q1,S08000030,S92000003,d,Ovarian,,538,,527,
2017Q1,S08000030,S92000003,d,Upper GI,,484,,480,
2017Q1,S08000030,S92000003,d,Urological,,38,,11,
2017Q1,S08000030,S92000003,d,All Cancer Types,d,470,,448,
2017Q1,S08000031,S08000019,,Breast,,423,,158,
2017Q1,S08000031,S08000019,,All Cancer Types,d,423,,158,
2017Q1,S08000031,S08000031,,Breast,,274,,255,
2017Q1,S08000031,S08000031,,Cervical,,2,,3,
2017Q1,S08000031,S08000031,,Colorectal,,145,,138,
2017Q1,S08000031,S08000031,,Head & Neck,,509,,498,
2017Q1,S08000031,S08000031,,Lung,,204,,205,
2017Q1,S08000031,S08000031,,Lymphoma,,501,,492,
2017Q1,S08000031,S08000031,,Melanoma,,528,,516,
2017Q1,S08000031,S08000031,,Ovarian,,198,,199,
2017Q1,S08000031,S08000031,,Upper GI,,96,,101,
2017Q1,S08000031,S08000031,,Urological,,307,,253,
2017Q1,S08000031,S08000031,,All Cancer Types,d,79,,67,
2017Q1,S08000031,S08000032,,Breast,,198,,168,
2017Q1,S08000031,S08000032,,All Cancer Types,d,198,,168,
2017Q1,S08000031,S92000003,d,Breast,,301,,281,
2017Q1,S08000031,S92000003,d,Cervical,,2,,3,
2017Q1,S08000031,S92000003,d,Colorectal,,145,,138,
2017Q1,S08000031,S92000003,d,Head & Neck,,509,,498,
2017Q1,S08000031,S92000003,d,Lung,,263,,268,
2017Q1,S08000031,S92000003,d,Lymphoma,,501,,492,
2017Q1,S08000031,S92000003,d,Melanoma,,528,,516,
2017Q1,S08000031,S92000003,d,Ovarian,,198,,199,
2017Q1,S08000031,S92000003,d,Upper GI,,96,,101,
2017Q1,S08000031,S92000003,d,Urological,,307,,253,
2017Q1,S08000031,S92000003,d,All Cancer Types,d,101,,92,
2017Q1,S08000031,SB0801,,Lung,,467,,462,
2017Q1,S08000031,SB0801,,All Cancer Types,d,467,,462,
2017Q1,S08000032,S08000024,,Colorectal,,157,,158,
2017Q1,S08000032,S08000024,,Urological,,1,,1,
2017Q1,S08000032,S08000024,,All Cancer Types,d,260,,158,
2017Q1,S08000032,S08000031,,Breast,,157,,158,
2017Q1,S08000032,S08000031,,Cervical,,260,,265,
2017Q1,S08000032,S08000031,,Colorectal,,35,,25,
2017Q1,S08000032,S08000031,,Lung,,177,,179,
2017Q1,S08000032,S08000031,,Lymphoma,,1,,2,
2017Q1,S08000032,S08000031,,Melanoma,,157,,158,
2017Q1,S08000032,S08000031,,Ovarian,,572,,562,
2017Q1,S08000032,S08000031,,Upper GI,,2,,3,
2017Q1,S08000032,S08000031,,Urological,,538,,504,
2017Q1,S08000032,S08000031,,All Cancer Types,d,512,,498,
2017Q1,S08000032,S08000032,,Breast,,514,,505,
2017Q1,S08000032,S08000032,,Cervical,,572,,562,
2017Q1,S08000032,S08000032,,Colorectal,,518,,510,
2017Q1,S08000032,S08000032,,Head & Neck,,511,,504,
2017Q1,S08000032,S08000032,,Lung,,504,,495,
2017Q1,S08000032,S08000032,,Lymphoma,,250,,254,
2017Q1,S08000032,S08000032,,Melanoma,,158,,159,
2017Q1,S08000032,S08000032,,Ovarian,,157,,158,
2017Q1,S08000032,S08000032,,Upper GI,,500,,490,
