Quarter,HB,HBQF,HBT,CancerType,CancerTypeQF,NumberOfEligibleReferrals62DayStandard,NumberOfEligibleReferrals62DayStandardQF,NumberOfEligibleReferralsTreatedWithin62Days,NumberOfEligibleReferralsTreatedWithin62DaysQF
2018Q1,S92000003,d,S08000019,Colorectal,,28,r,19,r
2018Q1,S92000003,d,S08000019,Head & Neck,,3,r,3,r
2018Q1,S92000003,d,S08000019,Lung,,32,r,31,r
2018Q1,S92000003,d,S08000019,Lymphoma,,12,r,11,r
2018Q1,S92000003,d,S08000019,Melanoma,,18,r,14,r
2018Q1,S92000003,d,S08000019,Ovarian,,1,r,1,r
2018Q1,S92000003,d,S08000019,Upper GI,,12,r,12,r
2018Q1,S92000003,d,S08000019,Urological,,64,r,51,r
2018Q1,S92000003,d,S08000019,All Cancer Types,d,202,r,174,r
2018Q1,S92000003,d,S08000020,Breast,,76,r,67,r
2018Q1,S92000003,d,S08000020,Cervical,,5,r,2,r
2018Q1,S92000003,d,S08000020,Colorectal,,44,r,28,r
2018Q1,S92000003,d,S08000020,Head & Neck,,12,r,11,r
2018Q1,S92000003,d,S08000020,Lung,,72,r,62,r
2018Q1,S92000003,d,S08000020,Lymphoma,,9,r,8,r
2018Q1,S92000003,d,S08000020,Melanoma,,21,r,14,r
2018Q1,S92000003,d,S08000020,Ovarian,,11,r,7,r
2018Q1,S92000003,d,S08000020,Upper GI,,45,r,40,r
2018Q1,S92000003,d,S08000020,Urological,,81,r,46,r
2018Q1,S92000003,d,S08000020,All Cancer Types,d,376,r,285,r
2018Q1,S92000003,d,S08000022,Breast,,56,r,56,r
2018Q1,S92000003,d,S08000022,Cervical,,3,r,3,r
2018Q1,S92000003,d,S08000022,Colorectal,,31,r,25,r
2018Q1,S92000003,d,S08000022,Head & Neck,,1,r,1,r
2018Q1,S92000003,d,S08000022,Lung,,22,r,20,r
2018Q1,S92000003,d,S08000022,Lymphoma,,9,r,9,r
2018Q1,S92000003,d,S08000022,Melanoma,,12,r,11,r
2018Q1,S92000003,d,S08000022,Ovarian,,4,r,4,r
2018Q1,S92000003,d,S08000022,Upper GI,,30,r,25,r
2018Q1,S92000003,d,S08000022,Urological,,41,r,19,r
2018Q1,S92000003,d,S08000022,All Cancer Types,d,209,r,173,r
2018Q1,S92000003,d,S08000024,Breast,,152,r,151,r
2018Q1,S92000003,d,S08000024,Cervical,,10,r,9,r
2018Q1,S92000003,d,S08000024,Colorectal,,79,r,57,r
2018Q1,S92000003,d,S08000024,Head & Neck,,32,r,29,r
2018Q1,S92000003,d,S08000024,Lung,,76,r,70,r
2018Q1,S92000003,d,S08000024,Lymphoma,,17,r,16,r
2018Q1,S92000003,d,S08000024,Melanoma,,17,r,13,r
2018Q1,S92000003,d,S08000024,Ovarian,,11,r,11,r
2018Q1,S92000003,d,S08000024,Upper GI,,46,r,34,r
2018Q1,S92000003,d,S08000024,Urological,,101,r,70,r
2018Q1,S92000003,d,S08000024,All Cancer Types,d,541,r,460,r
2018Q1,S92000003,d,S08000025,Colorectal,,3,r,3,r
2018Q1,S92000003,d,S08000025,Melanoma,,1,r,1,r
2018Q1,S92000003,d,S08000025,Upper GI,,2,r,2,r
2018Q1,S92000003,d,S08000025,Urological,,2,r,2,r
2018Q1,S92000003,d,S08000025,All Cancer Types,d,8,r,8,r
2018Q1,S92000003,d,S08000026,Breast,,3,r,3,r
2018Q1,S92000003,d,S08000026,Colorectal,,6,r,6,r
2018Q1,S92000003,d,S08000026,Lung,,3,r,3,r
2018Q1,S92000003,d,S08000026,Melanoma,,1,r,1,r
2018Q1,S92000003,d,S08000026,Urological,,2,r,2,r
2018Q1,S92000003,d,S08000026,All Cancer Types,d,15,r,15,r
2018Q1,S92000003,d,S08000028,Breast,,2,r,2,r
2018Q1,S92000003,d,S08000028,Colorectal,,1,r,1,r
2018Q1,S92000003,d,S08000028,Lung,,4,r,4,r
2018Q1,S92000003,d,S08000028,Lymphoma,,1,r,1,r
2018Q1,S92000003,d,S08000028,Upper GI,,2,r,2,r
2018Q1,S92000003,d,S08000028,Urological,,1,r,0,r
2018Q1,S92000003,d,S08000028,All Cancer Types,d,11,r,10,r
2018Q1,S92000003,d,S08000029,Breast,,24,r,22,r
2018Q1,S92000003,d,S08000029,Colorectal,,31,r,31,r
2018Q1,S92000003,d,S08000029,Head & Neck,,1,r,1,r
2018Q1,S92000003,d,S08000029,Lung,,48,r,45,r
2018Q1,S92000003,d,S08000029,Lymphoma,,4,r,3,r
2018Q1,S92000003,d,S08000029,Melanoma,,5,r,5,r
2018Q1,S92000003,d,S08000029,Ovarian,,6,r,5,r
2018Q1,S92000003,d,S08000029,Upper GI,,19,r,19,r
2018Q1,S92000003,d,S08000029,Urological,,31,r,23,r
2018Q1,S92000003,d,S08000029,All Cancer Types,d,169,r,154,r
2018Q1,S92000003,d,S08000030,Breast,,58,r,56,r
2018Q1,S92000003,d,S08000030,Cervical,,4,r,1,r
2018Q1,S92000003,d,S08000030,Colorectal,,56,r,47,r
2018Q1,S92000003,d,S08000030,Head & Neck,,9,r,7,r
2018Q1,S92000003,d,S08000030,Lung,,42,r,33,r
2018Q1,S92000003,d,S08000030,Lymphoma,,4,r,4,r
2018Q1,S92000003,d,S08000030,Melanoma,,4,r,4,r
2018Q1,S92000003,d,S08000030,Ovarian,,4,r,3,r
2018Q1,S92000003,d,S08000030,Upper GI,,20,r,19,r
2018Q1,S92000003,d,S08000030,Urological,,42,r,36,r
2018Q1,S92000003,d,S08000030,All Cancer Types,d,243,r,210,r
2018Q1,S92000003,d,S08000031,Breast,,232,r,207,r
2018Q1,S92000003,d,S08000031,Cervical,,11,r,8,r
2018Q1,S92000003,d,S08000031,Colorectal,,135,r,108,r
2018Q1,S92000003,d,S08000031,Head & Neck,,62,r,51,r
2018Q1,S92000003,d,S08000031,Lung,,151,r,136,r
2018Q1,S92000003,d,S08000031,Lymphoma,,34,r,30,r
2018Q1,S92000003,d,S08000031,Melanoma,,30,r,30,r
2018Q1,S92000003,d,S08000031,Ovarian,,22,r,20,r
2018Q1,S92000003,d,S08000031,Upper GI,,102,r,81,r
2018Q1,S92000003,d,S08000031,Urological,,163,r,84,r
2018Q1,S92000003,d,S08000031,All Cancer Types,d,942,r,755,r
2018Q1,S92000003,d,S08000032,Breast,,73,r,73,r
2018Q1,S92000003,d,S08000032,Cervical,,2,r,2,r
2018Q1,S92000003,d,S08000032,Colorectal,,45,r,39,r
2018Q1,S92000003,d,S08000032,Head & Neck,,4,r,4,r
2018Q1,S92000003,d,S08000032,Lung,,30,r,30,r
2018Q1,S92000003,d,S08000032,Lymphoma,,11,r,11,r
2018Q1,S92000003,d,S08000032,Melanoma,,25,r,24,r
2018Q1,S92000003,d,S08000032,Ovarian,,1,r,1,r
2018Q1,S92000003,d,S08000032,Upper GI,,35,r,35,r
2018Q1,S92000003,d,S08000032,Urological,,45,r,45,r
2018Q1,S92000003,d,S08000032,All Cancer Types,d,271,r,264,r
2018Q1,S92000003,d,SB0801,Lung,,37,r,25,r
2018Q1,S92000003,d,SB0801,All Cancer Types,d,37,r,25,r
2018Q2,S08000015,,S08000015,Breast,,65,r,60,r
2018Q2,S08000015,,S08000015,Colorectal,,32,r,27,r
2018Q2,S08000015,,S08000015,Head & Neck,,8,r,8,r
2018Q2,S08000015,,S08000015,Lung,,30,r,29,r
2018Q2,S08000015,,S08000015,Lymphoma,,5,r,5,r
2018Q2,S08000015,,S08000015,Melanoma,,8,r,8,r
2018Q2,S08000015,,S08000015,Ovarian,,5,r,5,r
2018Q2,S08000015,,S08000015,Upper GI,,20,r,17,r
2018Q2,S08000015,,S08000015,Urological,,47,r,42,r
2018Q2,S08000015,,S08000015,All Cancer Types,d,220,r,201,r
2018Q2,S08000015,,S08000017,Breast,,10,r,10,r
2018Q2,S08000015,,S08000017,All Cancer Types,d,10,r,10,r
2018Q2,S08000015,,S08000031,Cervical,,3,r,0,r
2018Q2,S08000015,,S08000031,Head & Neck,,2,r,1,r
2018Q2,S08000015,,S08000031,Lung,,9,r,9,r
2018Q2,S08000015,,S08000031,Ovarian,,6,r,4,r
2018Q2,S08000015,,S08000031,Upper GI,,2,r,2,r
2018Q2,S08000015,,S08000031,Urological,,4,r,1,r
2018Q2,S08000015,,S08000031,All Cancer Types,d,26,r,17,r
2018Q2,S08000015,,SB0801,Lung,,8,r,6,r
2018Q2,S08000015,,SB0801,All Cancer Types,d,8,r,6,r
2018Q2,S08000016,,S08000016,Breast,,11,r,10,r
2018Q2,S08000016,,S08000016,Cervical,,1,r,1,r
2018Q2,S08000016,,S08000016,Colorectal,,9,r,9,r
2018Q2,S08000016,,S08000016,Lung,,15,r,15,r
2018Q2,S08000016,,S08000016,Lymphoma,,4,r,4,r
2018Q2,S08000016,,S08000016,Melanoma,,6,r,6,r
2018Q2,S08000016,,S08000016,Ovarian,,4,r,4,r
2018Q2,S08000016,,S08000016,Upper GI,,5,r,5,r
2018Q2,S08000016,,S08000016,Urological,,10,r,9,r
2018Q2,S08000016,,S08000016,All Cancer Types,d,65,r,63,r
2018Q2,S08000016,,S08000024,Breast,,2,r,1,r
2018Q2,S08000016,,S08000024,Colorectal,,2,r,2,r
2018Q2,S08000016,,S08000024,Head & Neck,,2,r,1,r
2018Q2,S08000016,,S08000024,Lung,,4,r,4,r
2018Q2,S08000016,,S08000024,Upper GI,,4,r,4,r
2018Q2,S08000016,,S08000024,All Cancer Types,d,14,r,12,r
2018Q2,S08000017,,S08000017,Breast,,15,r,15,r
2018Q2,S08000017,,S08000017,Cervical,,1,r,1,r
2018Q2,S08000017,,S08000017,Colorectal,,23,r,23,r
2018Q2,S08000017,,S08000017,Head & Neck,,1,r,1,r
2018Q2,S08000017,,S08000017,Lung,,23,r,22,r
2018Q2,S08000017,,S08000017,Lymphoma,,3,r,3,r
2018Q2,S08000017,,S08000017,Melanoma,,3,r,3,r
2018Q2,S08000017,,S08000017,Ovarian,,1,r,1,r
2018Q2,S08000017,,S08000017,Upper GI,,12,r,12,r
2018Q2,S08000017,,S08000017,Urological,,14,r,12,r
2018Q2,S08000017,,S08000017,All Cancer Types,d,96,r,93,r
2018Q2,S08000017,,S08000024,Colorectal,,1,r,0,r
2018Q2,S08000017,,S08000024,Lung,,3,r,3,r
2018Q2,S08000017,,S08000024,Ovarian,,3,r,3,r
2018Q2,S08000017,,S08000024,Urological,,2,r,2,r
2018Q2,S08000017,,S08000024,All Cancer Types,d,9,r,8,r
2018Q2,S08000017,,SB0801,Lung,,1,r,0,r
2018Q2,S08000017,,SB0801,All Cancer Types,d,1,r,0,r
2018Q2,S08000019,,S08000019,Breast,,33,r,33,r
2018Q2,S08000019,,S08000019,Cervical,,1,r,1,r
2018Q2,S08000019,,S08000019,Colorectal,,41,r,23,r
2018Q2,S08000019,,S08000019,Head & Neck,,2,r,2,r
2018Q2,S08000019,,S08000019,Lung,,28,r,27,r
2018Q2,S08000019,,S08000019,Lymphoma,,13,r,13,r
2018Q2,S08000019,,S08000019,Melanoma,,19,r,14,r
2018Q2,S08000019,,S08000019,Ovarian,,2,r,2,r
2018Q2,S08000019,,S08000019,Upper GI,,20,r,20,r
2018Q2,S08000019,,S08000019,Urological,,52,r,44,r
2018Q2,S08000019,,S08000019,All Cancer Types,d,211,r,179,r
2018Q2,S08000019,,S08000024,Upper GI,,3,r,2,r
2018Q2,S08000019,,S08000024,Urological,,2,r,1,r
2018Q2,S08000019,,S08000024,All Cancer Types,d,5,r,3,r
2018Q2,S08000019,,S08000031,Cervical,,3,r,2,r
2018Q2,S08000019,,S08000031,Colorectal,,2,r,0,r
2018Q2,S08000019,,S08000031,Head & Neck,,4,r,4,r
2018Q2,S08000019,,S08000031,Lung,,7,r,6,r
2018Q2,S08000019,,S08000031,Ovarian,,2,r,1,r
2018Q2,S08000019,,S08000031,Upper GI,,6,r,1,r
2018Q2,S08000019,,S08000031,Urological,,1,r,0,r
2018Q2,S08000019,,S08000031,All Cancer Types,d,25,r,14,r
2018Q2,S08000019,,SB0801,Lung,,1,r,1,r
2018Q2,S08000019,,SB0801,All Cancer Types,d,1,r,1,r
2018Q2,S08000020,,S08000020,Breast,,80,r,72,r
2018Q2,S08000020,,S08000020,Cervical,,2,r,1,r
2018Q2,S08000020,,S08000020,Colorectal,,57,r,37,r
2018Q2,S08000020,,S08000020,Head & Neck,,17,r,15,r
2018Q2,S08000020,,S08000020,Lung,,93,r,76,r
2018Q2,S08000020,,S08000020,Lymphoma,,11,r,8,r
2018Q2,S08000020,,S08000020,Melanoma,,24,r,22,r
2018Q2,S08000020,,S08000020,Ovarian,,7,r,6,r
2018Q2,S08000020,,S08000020,Upper GI,,46,r,45,r
2018Q2,S08000020,,S08000020,Urological,,80,r,61,r
2018Q2,S08000020,,S08000020,All Cancer Types,d,417,r,343,r
2018Q2,S08000020,,S08000022,Upper GI,,1,r,0,r
2018Q2,S08000020,,S08000022,All Cancer Types,d,1,r,0,r
2018Q2,S08000020,,S08000025,Breast,,1,r,1,r
2018Q2,S08000020,,S08000025,All Cancer Types,d,1,r,1,r
2018Q2,S08000022,,S08000020,Colorectal,,1,r,1,r
2018Q2,S08000022,,S08000020,Lung,,2,r,2,r
2018Q2,S08000022,,S08000020,Ovarian,,2,r,0,r
2018Q2,S08000022,,S08000020,Urological,,4,r,0,r
2018Q2,S08000022,,S08000020,All Cancer Types,d,9,r,3,r
2018Q2,S08000022,,S08000022,Breast,,60,r,60,r
2018Q2,S08000022,,S08000022,Cervical,,5,r,4,r
2018Q2,S08000022,,S08000022,Colorectal,,33,r,26,r
2018Q2,S08000022,,S08000022,Head & Neck,,2,r,1,r
2018Q2,S08000022,,S08000022,Lung,,27,r,26,r
2018Q2,S08000022,,S08000022,Lymphoma,,3,r,3,r
2018Q2,S08000022,,S08000022,Melanoma,,5,r,4,r
2018Q2,S08000022,,S08000022,Ovarian,,7,r,5,r
2018Q2,S08000022,,S08000022,Upper GI,,21,r,21,r
2018Q2,S08000022,,S08000022,Urological,,33,r,19,r
2018Q2,S08000022,,S08000022,All Cancer Types,d,196,r,169,r
2018Q2,S08000022,,S08000024,Urological,,1,r,0,r
2018Q2,S08000022,,S08000024,All Cancer Types,d,1,r,0,r
2018Q2,S08000022,,S08000028,Breast,,1,r,1,r
2018Q2,S08000022,,S08000028,All Cancer Types,d,1,r,1,r
2018Q2,S08000022,,S08000030,Head & Neck,,1,r,1,r
2018Q2,S08000022,,S08000030,Lung,,1,r,1,r
2018Q2,S08000022,,S08000030,All Cancer Types,d,2,r,2,r
2018Q2,S08000022,,SB0801,Lung,,3,r,3,r
2018Q2,S08000022,,SB0801,All Cancer Types,d,3,r,3,r
2018Q2,S08000024,,S08000024,Breast,,160,r,157,r
2018Q2,S08000024,,S08000024,Cervical,,4,r,4,r
2018Q2,S08000024,,S08000024,Colorectal,,85,r,54,r
2018Q2,S08000024,,S08000024,Head & Neck,,20,r,19,r
2018Q2,S08000024,,S08000024,Lung,,52,r,49,r
2018Q2,S08000024,,S08000024,Lymphoma,,15,r,12,r
2018Q2,S08000024,,S08000024,Melanoma,,30,r,24,r
2018Q2,S08000024,,S08000024,Ovarian,,5,r,5,r
2018Q2,S08000024,,S08000024,Upper GI,,54,r,46,r
2018Q2,S08000024,,S08000024,Urological,,100,r,66,r
2018Q2,S08000024,,S08000024,All Cancer Types,d,525,r,436,r
2018Q2,S08000024,,S08000029,Breast,,3,r,3,r
2018Q2,S08000024,,S08000029,All Cancer Types,d,3,r,3,r
2018Q2,S08000025,,S08000020,Colorectal,,1,r,0,r
2018Q2,S08000025,,S08000020,Lung,,2,r,2,r
2018Q2,S08000025,,S08000020,Lymphoma,,1,r,1,r
2018Q2,S08000025,,S08000020,Upper GI,,2,r,2,r
2018Q2,S08000025,,S08000020,All Cancer Types,d,6,r,5,r
2018Q2,S08000025,,S08000025,Colorectal,,2,r,2,r
2018Q2,S08000025,,S08000025,All Cancer Types,d,2,r,2,r
2018Q2,S08000026,,S08000020,Breast,,1,r,1,r
2018Q2,S08000026,,S08000020,Head & Neck,,1,r,0,r
2018Q2,S08000026,,S08000020,Lung,,2,r,0,r
2018Q2,S08000026,,S08000020,Lymphoma,,1,r,1,r
2018Q2,S08000026,,S08000020,Ovarian,,1,r,1,r
2018Q2,S08000026,,S08000020,Upper GI,,1,r,1,r
2018Q2,S08000026,,S08000020,Urological,,2,r,1,r
2018Q2,S08000026,,S08000020,All Cancer Types,d,9,r,5,r
2018Q2,S08000026,,S08000026,Breast,,1,r,1,r
2018Q2,S08000026,,S08000026,Lung,,1,r,1,r
2018Q2,S08000026,,S08000026,Ovarian,,1,r,1,r
2018Q2,S08000026,,S08000026,Urological,,4,r,3,r
2018Q2,S08000026,,S08000026,All Cancer Types,d,7,r,6,r
2018Q2,S08000028,,S08000022,Lung,,3,r,3,r
2018Q2,S08000028,,S08000022,Lymphoma,,1,r,1,r
2018Q2,S08000028,,S08000022,Ovarian,,1,r,1,r
2018Q2,S08000028,,S08000022,Upper GI,,1,r,1,r
2018Q2,S08000028,,S08000022,All Cancer Types,d,6,r,6,r
2018Q2,S08000028,,S08000028,Colorectal,,1,r,1,r
2018Q2,S08000028,,S08000028,Lung,,1,r,1,r
2018Q2,S08000028,,S08000028,Melanoma,,1,r,1,r
2018Q2,S08000028,,S08000028,Upper GI,,2,r,2,r
2018Q2,S08000028,,S08000028,Urological,,1,r,1,r
2018Q2,S08000028,,S08000028,All Cancer Types,d,6,r,6,r
2018Q2,S08000028,,S08000031,Ovarian,,1,r,1,r
2018Q2,S08000028,,S08000031,Urological,,1,r,1,r
2018Q2,S08000028,,S08000031,All Cancer Types,d,2,r,2,r
2018Q2,S08000028,,SB0801,Lung,,1,r,1,r
2018Q2,S08000028,,SB0801,All Cancer Types,d,1,r,1,r
2018Q2,S08000029,,S08000024,Cervical,,2,r,0,r
2018Q2,S08000029,,S08000024,Colorectal,,2,r,2,r
2018Q2,S08000029,,S08000024,Head & Neck,,5,r,3,r
2018Q2,S08000029,,S08000024,Lung,,19,r,13,r
2018Q2,S08000029,,S08000024,Upper GI,,7,r,4,r
2018Q2,S08000029,,S08000024,Urological,,6,r,1,r
2018Q2,S08000029,,S08000024,All Cancer Types,d,41,r,23,r
2018Q2,S08000029,,S08000029,Breast,,34,r,34,r
2018Q2,S08000029,,S08000029,Cervical,,1,r,1,r
2018Q2,S08000029,,S08000029,Colorectal,,29,r,28,r
2018Q2,S08000029,,S08000029,Head & Neck,,3,r,3,r
2018Q2,S08000029,,S08000029,Lung,,28,r,26,r
2018Q2,S08000029,,S08000029,Lymphoma,,5,r,5,r
2018Q2,S08000029,,S08000029,Melanoma,,10,r,10,r
2018Q2,S08000029,,S08000029,Ovarian,,6,r,6,r
2018Q2,S08000029,,S08000029,Upper GI,,23,r,21,r
2018Q2,S08000029,,S08000029,Urological,,44,r,38,r
2018Q2,S08000029,,S08000029,All Cancer Types,d,183,r,172,r
2018Q2,S08000030,,S08000020,Cervical,,3,r,0,r
2018Q2,S08000030,,S08000020,Lung,,1,r,0,r
2018Q2,S08000030,,S08000020,Ovarian,,1,r,0,r
2018Q2,S08000030,,S08000020,All Cancer Types,d,5,r,0,r
2018Q2,S08000030,,S08000024,Lung,,3,r,1,r
2018Q2,S08000030,,S08000024,All Cancer Types,d,3,r,1,r
2018Q2,S08000030,,S08000030,Breast,,69,r,67,r
2018Q2,S08000030,,S08000030,Cervical,,2,r,0,r
2018Q2,S08000030,,S08000030,Colorectal,,49,r,42,r
2018Q2,S08000030,,S08000030,Head & Neck,,4,r,3,r
2018Q2,S08000030,,S08000030,Lung,,29,r,21,r
2018Q2,S08000030,,S08000030,Lymphoma,,1,r,1,r
2018Q2,S08000030,,S08000030,Melanoma,,11,r,11,r
2018Q2,S08000030,,S08000030,Ovarian,,4,r,4,r
2018Q2,S08000030,,S08000030,Upper GI,,23,r,23,r
2018Q2,S08000030,,S08000030,Urological,,38,r,30,r
2018Q2,S08000030,,S08000030,All Cancer Types,d,230,r,202,r
2018Q2,S08000031,,S08000019,Breast,,2,r,2,r
2018Q2,S08000031,,S08000019,All Cancer Types,d,2,r,2,r
2018Q2,S08000031,,S08000029,Breast,,1,r,1,r
2018Q2,S08000031,,S08000029,All Cancer Types,d,1,r,1,r
2018Q2,S08000031,,S08000031,Breast,,268,r,223,r
2018Q2,S08000031,,S08000031,Cervical,,4,r,4,r
2018Q2,S08000031,,S08000031,Colorectal,,110,r,79,r
2018Q2,S08000031,,S08000031,Head & Neck,,53,r,36,r
2018Q2,S08000031,,S08000031,Lung,,91,r,86,r
2018Q2,S08000031,,S08000031,Lymphoma,,36,r,35,r
2018Q2,S08000031,,S08000031,Melanoma,,54,r,53,r
2018Q2,S08000031,,S08000031,Ovarian,,15,r,15,r
2018Q2,S08000031,,S08000031,Upper GI,,114,r,96,r
2018Q2,S08000031,,S08000031,Urological,,153,r,85,r
2018Q2,S08000031,,S08000031,All Cancer Types,d,898,r,712,r
2018Q2,S08000031,,S08000032,Breast,,29,r,23,r
2018Q2,S08000031,,S08000032,All Cancer Types,d,29,r,23,r
2018Q2,S08000031,,SB0801,Lung,,22,r,13,r
2018Q2,S08000031,,SB0801,Upper GI,,1,r,1,r
2018Q2,S08000031,,SB0801,All Cancer Types,d,23,r,14,r
2018Q2,S08000032,,S08000031,Breast,,5,r,5,r
2018Q2,S08000032,,S08000031,Colorectal,,10,r,7,r
2018Q2,S08000032,,S08000031,Head & Neck,,6,r,6,r
2018Q2,S08000032,,S08000031,Lung,,11,r,11,r
2018Q2,S08000032,,S08000031,Lymphoma,,1,r,1,r
2018Q2,S08000032,,S08000031,Ovarian,,7,r,6,r
2018Q2,S08000032,,S08000031,Upper GI,,9,r,7,r
2018Q2,S08000032,,S08000031,All Cancer Types,d,49,r,43,r
2018Q2,S08000032,,S08000032,Breast,,70,r,70,r
2018Q2,S08000032,,S08000032,Cervical,,2,r,2,r
2018Q2,S08000032,,S08000032,Colorectal,,56,r,52,r
2018Q2,S08000032,,S08000032,Head & Neck,,8,r,8,r
2018Q2,S08000032,,S08000032,Lung,,45,r,45,r
2018Q2,S08000032,,S08000032,Lymphoma,,12,r,12,r
2018Q2,S08000032,,S08000032,Melanoma,,24,r,24,r
2018Q2,S08000032,,S08000032,Upper GI,,22,r,22,r
2018Q2,S08000032,,S08000032,Urological,,66,r,64,r
2018Q2,S08000032,,S08000032,All Cancer Types,d,305,r,299,r
2018Q2,S08000032,,SB0801,Lung,,7,r,7,r
2018Q2,S08000032,,SB0801,All Cancer Types,d,7,r,7,r
2018Q2,S92000003,d,S08000015,Breast,,65,r,60,r
2018Q2,S92000003,d,S08000015,Colorectal,,32,r,27,r
2018Q2,S92000003,d,S08000015,Head & Neck,,8,r,8,r
2018Q2,S92000003,d,S08000015,Lung,,30,r,29,r
2018Q2,S92000003,d,S08000015,Lymphoma,,5,r,5,r
2018Q2,S92000003,d,S08000015,Melanoma,,8,r,8,r
2018Q2,S92000003,d,S08000015,Ovarian,,5,r,5,r
2018Q2,S92000003,d,S08000015,Upper GI,,20,r,17,r
2018Q2,S92000003,d,S08000015,Urological,,47,r,42,r
2018Q2,S92000003,d,S08000015,All Cancer Types,d,220,r,201,r
2018Q2,S92000003,d,S08000016,Breast,,11,r,10,r
2018Q2,S92000003,d,S08000016,Cervical,,1,r,1,r
2018Q2,S92000003,d,S08000016,Colorectal,,9,r,9,r
2018Q2,S92000003,d,S08000016,Lung,,15,r,15,r
2018Q2,S92000003,d,S08000016,Lymphoma,,4,r,4,r
2018Q2,S92000003,d,S08000016,Melanoma,,6,r,6,r
2018Q2,S92000003,d,S08000016,Ovarian,,4,r,4,r
2018Q2,S92000003,d,S08000016,Upper GI,,5,r,5,r
2018Q2,S92000003,d,S08000016,Urological,,10,r,9,r
2018Q2,S92000003,d,S08000016,All Cancer Types,d,65,r,63,r
2018Q2,S92000003,d,S08000017,Breast,,25,r,25,r
2018Q2,S92000003,d,S08000017,Cervical,,1,r,1,r
2018Q2,S92000003,d,S08000017,Colorectal,,23,r,23,r
2018Q2,S92000003,d,S08000017,Head & Neck,,1,r,1,r
2018Q2,S92000003,d,S08000017,Lung,,23,r,22,r
2018Q2,S92000003,d,S08000017,Lymphoma,,3,r,3,r
2018Q2,S92000003,d,S08000017,Melanoma,,3,r,3,r
2018Q2,S92000003,d,S08000017,Ovarian,,1,r,1,r
2018Q2,S92000003,d,S08000017,Upper GI,,12,r,12,r
2018Q2,S92000003,d,S08000017,Urological,,14,r,12,r
2018Q2,S92000003,d,S08000017,All Cancer Types,d,106,r,103,r
2018Q2,S92000003,d,S08000019,Breast,,35,r,35,r
2018Q2,S92000003,d,S08000019,Cervical,,1,r,1,r
2018Q2,S92000003,d,S08000019,Colorectal,,41,r,23,r
2018Q2,S92000003,d,S08000019,Head & Neck,,2,r,2,r
2018Q2,S92000003,d,S08000019,Lung,,28,r,27,r
2018Q2,S92000003,d,S08000019,Lymphoma,,13,r,13,r
2018Q2,S92000003,d,S08000019,Melanoma,,19,r,14,r
2018Q2,S92000003,d,S08000019,Ovarian,,2,r,2,r
2018Q2,S92000003,d,S08000019,Upper GI,,20,r,20,r
2018Q2,S92000003,d,S08000019,Urological,,52,r,44,r
2018Q2,S92000003,d,S08000019,All Cancer Types,d,213,r,181,r
2018Q2,S92000003,d,S08000020,Breast,,81,r,73,r
2018Q2,S92000003,d,S08000020,Cervical,,5,r,1,r
2018Q2,S92000003,d,S08000020,Colorectal,,59,r,38,r
2018Q2,S92000003,d,S08000020,Head & Neck,,18,r,15,r
2018Q2,S92000003,d,S08000020,Lung,,100,r,80,r
2018Q2,S92000003,d,S08000020,Lymphoma,,13,r,10,r
2018Q2,S92000003,d,S08000020,Melanoma,,24,r,22,r
2018Q2,S92000003,d,S08000020,Ovarian,,11,r,7,r
2018Q2,S92000003,d,S08000020,Upper GI,,49,r,48,r
2018Q2,S92000003,d,S08000020,Urological,,86,r,62,r
2018Q2,S92000003,d,S08000020,All Cancer Types,d,446,r,356,r
2018Q2,S92000003,d,S08000022,Breast,,60,r,60,r
2018Q2,S92000003,d,S08000022,Cervical,,5,r,4,r
2018Q2,S92000003,d,S08000022,Colorectal,,33,r,26,r
2018Q2,S92000003,d,S08000022,Head & Neck,,2,r,1,r
2018Q2,S92000003,d,S08000022,Lung,,30,r,29,r
2018Q2,S92000003,d,S08000022,Lymphoma,,4,r,4,r
2018Q2,S92000003,d,S08000022,Melanoma,,5,r,4,r
2018Q2,S92000003,d,S08000022,Ovarian,,8,r,6,r
2018Q2,S92000003,d,S08000022,Upper GI,,23,r,22,r
2018Q2,S92000003,d,S08000022,Urological,,33,r,19,r
2018Q2,S92000003,d,S08000022,All Cancer Types,d,203,r,175,r
2018Q2,S92000003,d,S08000024,Breast,,162,r,158,r
2018Q2,S92000003,d,S08000024,Cervical,,6,r,4,r
2018Q2,S92000003,d,S08000024,Colorectal,,90,r,58,r
2018Q2,S92000003,d,S08000024,Head & Neck,,27,r,23,r
2018Q2,S92000003,d,S08000024,Lung,,81,r,70,r
2018Q2,S92000003,d,S08000024,Lymphoma,,15,r,12,r
2018Q2,S92000003,d,S08000024,Melanoma,,30,r,24,r
2018Q2,S92000003,d,S08000024,Ovarian,,8,r,8,r
2018Q2,S92000003,d,S08000024,Upper GI,,68,r,56,r
2018Q2,S92000003,d,S08000024,Urological,,111,r,70,r
2018Q2,S92000003,d,S08000024,All Cancer Types,d,598,r,483,r
2018Q2,S92000003,d,S08000025,Breast,,1,r,1,r
2018Q2,S92000003,d,S08000025,Colorectal,,2,r,2,r
2018Q2,S92000003,d,S08000025,All Cancer Types,d,3,r,3,r
2018Q2,S92000003,d,S08000026,Breast,,1,r,1,r
2018Q2,S92000003,d,S08000026,Lung,,1,r,1,r
