"MonthEnding","HBT","DiagnosticTestType","DiagnosticTestDescription","NumberOnList","NumberOnListQF","NumberWaitingOverFourWeeks","NumberWaitingOverFourWeeksQF","NumberWaitingOverSixWeeks","NumberWaitingOverSixWeeksQF"
"20140630","S08000020","Endoscopy","Colonoscopy",688,"",435,"",374,""
"20140731","S08000020","Endoscopy","Colonoscopy",693,"",487,"",401,""
"20140831","S08000020","Endoscopy","Colonoscopy",649,"",508,"",449,""
"20140930","S08000020","Endoscopy","Colonoscopy",668,"",476,"",419,""
"20141031","S08000020","Endoscopy","Colonoscopy",564,"",404,"",347,""
"20141130","S08000020","Endoscopy","Colonoscopy",650,"",430,"",357,""
"20141231","S08000020","Endoscopy","Colonoscopy",732,"",513,"",425,""
"20150131","S08000020","Endoscopy","Colonoscopy",679,"",500,"",474,""
"20150228","S08000020","Endoscopy","Colonoscopy",758,"",500,"",435,""
"20150331","S08000020","Endoscopy","Colonoscopy",731,"",502,"",425,""
"20150430","S08000020","Endoscopy","Colonoscopy",693,"",473,"",419,""
"20150531","S08000020","Endoscopy","Colonoscopy",609,"",399,"",366,""
"20150630","S08000020","Endoscopy","Colonoscopy",576,"",293,"",250,""
"20150731","S08000020","Endoscopy","Colonoscopy",537,"",304,"",246,""
"20150831","S08000020","Endoscopy","Colonoscopy",468,"",253,"",203,""
"20150930","S08000020","Endoscopy","Colonoscopy",467,"",248,"",190,""
"20151031","S08000020","Endoscopy","Colonoscopy",465,"",254,"",199,""
"20151130","S08000020","Endoscopy","Colonoscopy",421,"",149,"",131,""
"20151231","S08000020","Endoscopy","Colonoscopy",463,"",181,"",122,""
"20160131","S08000020","Endoscopy","Colonoscopy",348,"",172,"",129,""
"20160229","S08000020","Endoscopy","Colonoscopy",353,"",113,"",55,""
"20160331","S08000020","Endoscopy","Colonoscopy",332,"",102,"",51,""
"20160430","S08000020","Endoscopy","Colonoscopy",392,"",147,"",92,""
"20160531","S08000020","Endoscopy","Colonoscopy",421,"",137,"",74,""
"20160630","S08000020","Endoscopy","Colonoscopy",380,"",149,"",77,""
"20160731","S08000020","Endoscopy","Colonoscopy",389,"",149,"",96,""
"20160831","S08000020","Endoscopy","Colonoscopy",376,"",136,"",92,""
"20160930","S08000020","Endoscopy","Colonoscopy",385,"",163,"",105,""
"20161031","S08000020","Endoscopy","Colonoscopy",406,"",185,"",124,""
"20161130","S08000020","Endoscopy","Colonoscopy",415,"",168,"",114,""
"20161231","S08000020","Endoscopy","Colonoscopy",381,"",154,"",81,""
"20170131","S08000020","Endoscopy","Colonoscopy",396,"",127,"",76,""
"20170228","S08000020","Endoscopy","Colonoscopy",437,"",147,"",58,""
"20170331","S08000020","Endoscopy","Colonoscopy",448,"",168,"",81,""
"20170430","S08000020","Endoscopy","Colonoscopy",412,"",185,"",100,""
"20170531","S08000020","Endoscopy","Colonoscopy",471,"",187,"",91,""
"20170630","S08000020","Endoscopy","Colonoscopy",456,"",158,"",81,""
"20170731","S08000020","Endoscopy","Colonoscopy",412,"",211,"",128,""
"20170831","S08000020","Endoscopy","Colonoscopy",308,"",114,"",69,""
"20170930","S08000020","Endoscopy","Colonoscopy",331,"",133,"",72,""
"20171031","S08000020","Endoscopy","Colonoscopy",334,"",127,"",80,""
"20171130","S08000020","Endoscopy","Colonoscopy",382,"",132,"",75,""
"20171231","S08000020","Endoscopy","Colonoscopy",479,"",208,"",136,""
"20180131","S08000020","Endoscopy","Colonoscopy",526,"",229,"",170,""
"20180228","S08000020","Endoscopy","Colonoscopy",526,"",219,"",135,""
"20180331","S08000020","Endoscopy","Colonoscopy",536,"",219,"",137,""
"20180430","S08000020","Endoscopy","Colonoscopy",507,"",197,"",117,""
"20180531","S08000020","Endoscopy","Colonoscopy",644,"",265,"",147,""
"20180630","S08000020","Endoscopy","Colonoscopy",677,"",340,"",222,""
"20180731","S08000020","Endoscopy","Colonoscopy",731,"",434,"",311,""
"20180831","S08000020","Endoscopy","Colonoscopy",777,"",459,"",344,""
"20180930","S08000020","Endoscopy","Colonoscopy",827,"",505,"",373,""
"20181031","S08000020","Endoscopy","Colonoscopy",788,"",477,"",325,""
"20181130","S08000020","Endoscopy","Colonoscopy",783,"",414,"",326,""
"20181231","S08000020","Endoscopy","Colonoscopy",811,"",516,"",348,""
"20190131","S08000020","Endoscopy","Colonoscopy",810,"",484,"",420,""
"20190228","S08000020","Endoscopy","Colonoscopy",855,"",503,"",369,""
"20190331","S08000020","Endoscopy","Colonoscopy",863,"",549,"",421,""
"20190430","S08000020","Endoscopy","Colonoscopy",956,"",554,"",427,""
"20190531","S08000020","Endoscopy","Colonoscopy",947,"",590,"",456,""
"20190630","S08000020","Endoscopy","Colonoscopy",924,"",634,"",508,""
"20190731","S08000020","Endoscopy","Colonoscopy",887,"",596,"",509,""
"20190831","S08000020","Endoscopy","Colonoscopy",876,"",512,"",431,""
"20190930","S08000020","Endoscopy","Colonoscopy",803,"",421,"",318,""
"20191031","S08000020","Endoscopy","Colonoscopy",727,"",401,"",273,""
"20191130","S08000020","Endoscopy","Colonoscopy",693,"",304,"",215,""
"20191231","S08000020","Endoscopy","Colonoscopy",671,"",310,"",164,""
"20200131","S08000020","Endoscopy","Colonoscopy",657,"",269,"",213,""
"20200229","S08000020","Endoscopy","Colonoscopy",578,"",251,"",134,""
"20200331","S08000020","Endoscopy","Colonoscopy",564,"",265,"",160,""
"20200430","S08000020","Endoscopy","Colonoscopy",641,"",538,"",427,""
"20200531","S08000020","Endoscopy","Colonoscopy",692,"",595,"",554,""
"20200630","S08000020","Endoscopy","Colonoscopy",748,"",630,"",577,""
"20200731","S08000020","Endoscopy","Colonoscopy",792,"",678,"",626,""
"20200831","S08000020","Endoscopy","Colonoscopy",675,"",545,"",492,""
"20200930","S08000020","Endoscopy","Colonoscopy",629,"",472,"",427,""
"20201031","S08000020","Endoscopy","Colonoscopy",458,"",327,"",292,""
"20201130","S08000020","Endoscopy","Colonoscopy",463,"",265,"",250,""
"20201231","S08000020","Endoscopy","Colonoscopy",493,"",305,"",267,""
"20210131","S08000020","Endoscopy","Colonoscopy",523,"",325,"",311,""
"20210228","S08000020","Endoscopy","Colonoscopy",582,"",359,"",329,""
"20210331","S08000020","Endoscopy","Colonoscopy",675,"",408,"",366,""
"20210430","S08000020","Endoscopy","Colonoscopy",720,"",431,"",395,""
"20210531","S08000020","Endoscopy","Colonoscopy",756,"",444,"",397,""
"20210630","S08000020","Endoscopy","Colonoscopy",837,"",467,"",419,""
"20210731","S08000020","Endoscopy","Colonoscopy",872,"",559,"",476,""
"20210831","S08000020","Endoscopy","Colonoscopy",828,"",548,"",479,""
"20210930","S08000020","Endoscopy","Colonoscopy",782,"",521,"",474,""
"20070930","S08000020","Endoscopy","Cystoscopy",141,"",58,"",24,""
"20071231","S08000020","Endoscopy","Cystoscopy",169,"",62,"",32,""
"20080131","S08000020","Endoscopy","Cystoscopy",197,"",70,"",54,""
"20080229","S08000020","Endoscopy","Cystoscopy",156,"",45,"",23,""
"20080331","S08000020","Endoscopy","Cystoscopy",303,"",114,"",58,""
"20080430","S08000020","Endoscopy","Cystoscopy",171,"",53,"",27,""
"20080531","S08000020","Endoscopy","Cystoscopy",167,"",50,"",26,""
"20080630","S08000020","Endoscopy","Cystoscopy",118,"",31,"",11,""
"20080731","S08000020","Endoscopy","Cystoscopy",218,"",70,"",16,""
"20080831","S08000020","Endoscopy","Cystoscopy",154,"",39,"",12,""
"20080930","S08000020","Endoscopy","Cystoscopy",132,"",26,"",4,""
"20081031","S08000020","Endoscopy","Cystoscopy",126,"",12,"",3,""
"20081130","S08000020","Endoscopy","Cystoscopy",166,"",34,"",8,""
"20081231","S08000020","Endoscopy","Cystoscopy",152,"",36,"",5,""
"20090131","S08000020","Endoscopy","Cystoscopy",156,"",30,"",15,""
"20090228","S08000020","Endoscopy","Cystoscopy",150,"",19,"",3,""
"20090331","S08000020","Endoscopy","Cystoscopy",121,"",9,"",0,""
"20090430","S08000020","Endoscopy","Cystoscopy",94,"",11,"",0,""
"20090531","S08000020","Endoscopy","Cystoscopy",124,"",18,"",1,""
"20090630","S08000020","Endoscopy","Cystoscopy",125,"",23,"",2,""
"20090731","S08000020","Endoscopy","Cystoscopy",151,"",25,"",0,""
"20090831","S08000020","Endoscopy","Cystoscopy",142,"",22,"",1,""
"20090930","S08000020","Endoscopy","Cystoscopy",174,"",57,"",1,""
"20091031","S08000020","Endoscopy","Cystoscopy",168,"",49,"",1,""
"20091130","S08000020","Endoscopy","Cystoscopy",129,"",27,"",0,""
"20091231","S08000020","Endoscopy","Cystoscopy",119,"",24,"",0,""
"20100131","S08000020","Endoscopy","Cystoscopy",151,"",49,"",1,""
"20100228","S08000020","Endoscopy","Cystoscopy",152,"",34,"",0,""
"20100331","S08000020","Endoscopy","Cystoscopy",105,"",0,"",0,""
"20100430","S08000020","Endoscopy","Cystoscopy",94,"",0,"",0,""
"20100531","S08000020","Endoscopy","Cystoscopy",106,"",0,"",0,""
"20100630","S08000020","Endoscopy","Cystoscopy",89,"",0,"",0,""
"20100731","S08000020","Endoscopy","Cystoscopy",80,"",0,"",0,""
"20100831","S08000020","Endoscopy","Cystoscopy",60,"",0,"",0,""
"20100930","S08000020","Endoscopy","Cystoscopy",123,"",0,"",0,""
"20101031","S08000020","Endoscopy","Cystoscopy",87,"",0,"",0,""
"20101130","S08000020","Endoscopy","Cystoscopy",99,"",0,"",0,""
"20101231","S08000020","Endoscopy","Cystoscopy",94,"",0,"",0,""
"20110131","S08000020","Endoscopy","Cystoscopy",146,"",0,"",0,""
"20110228","S08000020","Endoscopy","Cystoscopy",148,"",0,"",0,""
"20110331","S08000020","Endoscopy","Cystoscopy",150,"",0,"",0,""
"20110430","S08000020","Endoscopy","Cystoscopy",117,"",0,"",0,""
"20110531","S08000020","Endoscopy","Cystoscopy",145,"",0,"",0,""
"20110630","S08000020","Endoscopy","Cystoscopy",154,"",0,"",0,""
"20110731","S08000020","Endoscopy","Cystoscopy",149,"",0,"",0,""
"20110831","S08000020","Endoscopy","Cystoscopy",129,"",0,"",0,""
"20110930","S08000020","Endoscopy","Cystoscopy",106,"",0,"",0,""
"20111031","S08000020","Endoscopy","Cystoscopy",103,"",0,"",0,""
"20111130","S08000020","Endoscopy","Cystoscopy",121,"",0,"",0,""
"20111231","S08000020","Endoscopy","Cystoscopy",155,"",0,"",0,""
"20120131","S08000020","Endoscopy","Cystoscopy",158,"",0,"",0,""
"20120229","S08000020","Endoscopy","Cystoscopy",180,"",0,"",0,""
"20120331","S08000020","Endoscopy","Cystoscopy",176,"",0,"",0,""
"20120430","S08000020","Endoscopy","Cystoscopy",197,"",0,"",0,""
"20120531","S08000020","Endoscopy","Cystoscopy",161,"",0,"",0,""
"20120630","S08000020","Endoscopy","Cystoscopy",178,"",0,"",0,""
"20120731","S08000020","Endoscopy","Cystoscopy",150,"",0,"",0,""
"20120831","S08000020","Endoscopy","Cystoscopy",179,"",0,"",0,""
"20120930","S08000020","Endoscopy","Cystoscopy",167,"",0,"",0,""
"20121031","S08000020","Endoscopy","Cystoscopy",170,"",0,"",0,""
"20121130","S08000020","Endoscopy","Cystoscopy",182,"",0,"",0,""
"20121231","S08000020","Endoscopy","Cystoscopy",152,"",0,"",0,""
"20130131","S08000020","Endoscopy","Cystoscopy",192,"",0,"",0,""
"20130228","S08000020","Endoscopy","Cystoscopy",206,"",0,"",0,""
"20130331","S08000020","Endoscopy","Cystoscopy",224,"",0,"",0,""
"20130430","S08000020","Endoscopy","Cystoscopy",232,"",0,"",0,""
"20130531","S08000020","Endoscopy","Cystoscopy",274,"",0,"",0,""
"20130630","S08000020","Endoscopy","Cystoscopy",241,"",0,"",0,""
"20130731","S08000020","Endoscopy","Cystoscopy",219,"",0,"",0,""
"20130831","S08000020","Endoscopy","Cystoscopy",213,"",82,"",49,""
"20130930","S08000020","Endoscopy","Cystoscopy",241,"",94,"",50,""
"20131031","S08000020","Endoscopy","Cystoscopy",198,"",80,"",50,""
"20131130","S08000020","Endoscopy","Cystoscopy",212,"",91,"",51,""
"20131231","S08000020","Endoscopy","Cystoscopy",233,"",104,"",56,""
"20140131","S08000020","Endoscopy","Cystoscopy",281,"",128,"",102,""
"20140228","S08000020","Endoscopy","Cystoscopy",261,"",133,"",61,""
"20140331","S08000020","Endoscopy","Cystoscopy",223,"",97,"",47,""
"20140430","S08000020","Endoscopy","Cystoscopy",259,"",106,"",49,""
"20140531","S08000020","Endoscopy","Cystoscopy",247,"",110,"",58,""
"20140630","S08000020","Endoscopy","Cystoscopy",240,"",107,"",51,""
"20140731","S08000020","Endoscopy","Cystoscopy",227,"",126,"",69,""
"20140831","S08000020","Endoscopy","Cystoscopy",212,"",78,"",50,""
"20140930","S08000020","Endoscopy","Cystoscopy",209,"",84,"",33,""
"20141031","S08000020","Endoscopy","Cystoscopy",242,"",108,"",55,""
"20141130","S08000020","Endoscopy","Cystoscopy",234,"",114,"",52,""
"20141231","S08000020","Endoscopy","Cystoscopy",238,"",139,"",92,""
"20150131","S08000020","Endoscopy","Cystoscopy",260,"",132,"",115,""
"20150228","S08000020","Endoscopy","Cystoscopy",334,"",154,"",87,""
"20150331","S08000020","Endoscopy","Cystoscopy",300,"",135,"",77,""
"20150430","S08000020","Endoscopy","Cystoscopy",275,"",114,"",55,""
"20150531","S08000020","Endoscopy","Cystoscopy",259,"",95,"",46,""
"20150630","S08000020","Endoscopy","Cystoscopy",247,"",92,"",41,""
"20150731","S08000020","Endoscopy","Cystoscopy",204,"",88,"",59,""
"20150831","S08000020","Endoscopy","Cystoscopy",203,"",86,"",60,""
"20150930","S08000020","Endoscopy","Cystoscopy",206,"",103,"",59,""
"20151031","S08000020","Endoscopy","Cystoscopy",226,"",90,"",51,""
"20151130","S08000020","Endoscopy","Cystoscopy",259,"",98,"",57,""
"20151231","S08000020","Endoscopy","Cystoscopy",262,"",117,"",65,""
"20160131","S08000020","Endoscopy","Cystoscopy",306,"",158,"",121,""
"20160229","S08000020","Endoscopy","Cystoscopy",363,"",151,"",102,""
"20160331","S08000020","Endoscopy","Cystoscopy",304,"",132,"",89,""
"20160430","S08000020","Endoscopy","Cystoscopy",304,"",151,"",99,""
"20160531","S08000020","Endoscopy","Cystoscopy",355,"",137,"",86,""
"20160630","S08000020","Endoscopy","Cystoscopy",317,"",184,"",106,""
"20160731","S08000020","Endoscopy","Cystoscopy",304,"",156,"",105,""
"20160831","S08000020","Endoscopy","Cystoscopy",298,"",148,"",115,""
"20160930","S08000020","Endoscopy","Cystoscopy",287,"",136,"",95,""
"20161031","S08000020","Endoscopy","Cystoscopy",296,"",131,"",70,""
"20161130","S08000020","Endoscopy","Cystoscopy",282,"",128,"",87,""
"20161231","S08000020","Endoscopy","Cystoscopy",268,"",135,"",92,""
"20170131","S08000020","Endoscopy","Cystoscopy",279,"",134,"",105,""
"20170228","S08000020","Endoscopy","Cystoscopy",292,"",124,"",67,""
"20170331","S08000020","Endoscopy","Cystoscopy",322,"",138,"",79,""
"20170430","S08000020","Endoscopy","Cystoscopy",307,"",153,"",99,""
"20170531","S08000020","Endoscopy","Cystoscopy",330,"",165,"",111,""
"20170630","S08000020","Endoscopy","Cystoscopy",365,"",160,"",108,""
"20170731","S08000020","Endoscopy","Cystoscopy",311,"",165,"",112,""
"20170831","S08000020","Endoscopy","Cystoscopy",268,"",136,"",87,""
"20170930","S08000020","Endoscopy","Cystoscopy",319,"",157,"",102,""
"20171031","S08000020","Endoscopy","Cystoscopy",350,"",167,"",108,""
"20171130","S08000020","Endoscopy","Cystoscopy",356,"",189,"",140,""
"20171231","S08000020","Endoscopy","Cystoscopy",354,"",218,"",146,""
"20180131","S08000020","Endoscopy","Cystoscopy",420,"",247,"",215,""
"20180228","S08000020","Endoscopy","Cystoscopy",461,"",266,"",181,""
"20180331","S08000020","Endoscopy","Cystoscopy",456,"",277,"",199,""
"20180430","S08000020","Endoscopy","Cystoscopy",462,"",275,"",176,""
"20180531","S08000020","Endoscopy","Cystoscopy",529,"",346,"",256,""
"20180630","S08000020","Endoscopy","Cystoscopy",555,"",371,"",273,""
"20180731","S08000020","Endoscopy","Cystoscopy",532,"",380,"",288,""
"20180831","S08000020","Endoscopy","Cystoscopy",512,"",361,"",300,""
"20180930","S08000020","Endoscopy","Cystoscopy",578,"",392,"",314,""
"20181031","S08000020","Endoscopy","Cystoscopy",557,"",385,"",300,""
"20181130","S08000020","Endoscopy","Cystoscopy",520,"",313,"",245,""
"20181231","S08000020","Endoscopy","Cystoscopy",499,"",331,"",242,""
"20190131","S08000020","Endoscopy","Cystoscopy",489,"",270,"",229,""
"20190228","S08000020","Endoscopy","Cystoscopy",487,"",269,"",182,""
"20190331","S08000020","Endoscopy","Cystoscopy",516,"",313,"",193,""
"20190430","S08000020","Endoscopy","Cystoscopy",475,"",268,"",187,""
"20190531","S08000020","Endoscopy","Cystoscopy",515,"",286,"",204,""
"20190630","S08000020","Endoscopy","Cystoscopy",560,"",333,"",227,""
"20190731","S08000020","Endoscopy","Cystoscopy",465,"",294,"",221,""
"20190831","S08000020","Endoscopy","Cystoscopy",409,"",256,"",180,""
"20190930","S08000020","Endoscopy","Cystoscopy",402,"",232,"",169,""
"20191031","S08000020","Endoscopy","Cystoscopy",386,"",257,"",176,""
"20191130","S08000020","Endoscopy","Cystoscopy",421,"",206,"",160,""
"20191231","S08000020","Endoscopy","Cystoscopy",391,"",250,"",159,""
"20200131","S08000020","Endoscopy","Cystoscopy",375,"",180,"",161,""
"20200229","S08000020","Endoscopy","Cystoscopy",355,"",196,"",129,""
"20200331","S08000020","Endoscopy","Cystoscopy",342,"",213,"",147,""
"20200430","S08000020","Endoscopy","Cystoscopy",400,"",346,"",287,""
"20200531","S08000020","Endoscopy","Cystoscopy",392,"",306,"",291,""
"20200630","S08000020","Endoscopy","Cystoscopy",356,"",252,"",234,""
"20200731","S08000020","Endoscopy","Cystoscopy",347,"",223,"",194,""
"20200831","S08000020","Endoscopy","Cystoscopy",311,"",150,"",121,""
"20200930","S08000020","Endoscopy","Cystoscopy",294,"",145,"",105,""
"20201031","S08000020","Endoscopy","Cystoscopy",305,"",155,"",103,""
"20201130","S08000020","Endoscopy","Cystoscopy",314,"",165,"",119,""
"20201231","S08000020","Endoscopy","Cystoscopy",365,"",190,"",131,""
"20210131","S08000020","Endoscopy","Cystoscopy",391,"",228,"",182,""
"20210228","S08000020","Endoscopy","Cystoscopy",380,"",233,"",180,""
"20210331","S08000020","Endoscopy","Cystoscopy",389,"",208,"",174,""
"20210430","S08000020","Endoscopy","Cystoscopy",359,"",173,"",137,""
"20210531","S08000020","Endoscopy","Cystoscopy",371,"",192,"",119,""
"20210630","S08000020","Endoscopy","Cystoscopy",416,"",208,"",154,""
"20210731","S08000020","Endoscopy","Cystoscopy",433,"",271,"",199,""
"20210831","S08000020","Endoscopy","Cystoscopy",420,"",248,"",182,""
"20210930","S08000020","Endoscopy","Cystoscopy",464,"",269,"",191,""
"20070930","S08000020","Endoscopy","Lower Endoscopy",257,"",153,"",90,""
"20071231","S08000020","Endoscopy","Lower Endoscopy",280,"",131,"",59,""
"20080131","S08000020","Endoscopy","Lower Endoscopy",254,"",102,"",64,""
"20080229","S08000020","Endoscopy","Lower Endoscopy",188,"",51,"",15,""
"20080331","S08000020","Endoscopy","Lower Endoscopy",202,"",85,"",33,""
"20080430","S08000020","Endoscopy","Lower Endoscopy",231,"",90,"",33,""
"20080531","S08000020","Endoscopy","Lower Endoscopy",223,"",61,"",17,""
"20080630","S08000020","Endoscopy","Lower Endoscopy",206,"",58,"",21,""
"20080731","S08000020","Endoscopy","Lower Endoscopy",158,"",55,"",19,""
"20080831","S08000020","Endoscopy","Lower Endoscopy",161,"",27,"",5,""
"20080930","S08000020","Endoscopy","Lower Endoscopy",199,"",64,"",16,""
"20081031","S08000020","Endoscopy","Lower Endoscopy",197,"",67,"",19,""
"20081130","S08000020","Endoscopy","Lower Endoscopy",193,"",50,"",17,""
"20081231","S08000020","Endoscopy","Lower Endoscopy",174,"",61,"",17,""
"20090131","S08000020","Endoscopy","Lower Endoscopy",202,"",21,"",0,""
